Date,Vicinity,Area,Region,Confirmed,New_cases_diff,New_cases,Area.b,Population,Percent ,Rate
13-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377539,0,0
14-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377540,0,0
15-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377541,0,0
16-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377542,0,0
17-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377543,0,0
18-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377544,0,0
19-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377545,0,0
20-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377546,0,0
21-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377547,0,0
22-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377548,0,0
23-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377549,0,0
24-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377550,0,0
25-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377551,0,0
26-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377552,0,0
27-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377553,0,0
28-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377554,0,0
29-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377555,0,0
1-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377556,0,0
2-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377557,0,0
3-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377558,0,0
4-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377559,0,0
5-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377560,0,0
6-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377561,0,0
7-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377562,0,0
8-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377563,0,0
9-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377564,0,0
10-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377565,0,0
11-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377566,0,0
12-Mar-20,,Manitoba,Canada,0,0,0,Manitoba,1377567,0,0
13-Mar-20,,Manitoba,Canada,4,4,4,Manitoba,1377568,2.90E-06,2.90E-06
14-Mar-20,,Manitoba,Canada,4,0,0,Manitoba,1377569,2.90E-06,2.90E-06
15-Mar-20,,Manitoba,Canada,4,0,0,Manitoba,1377570,2.90E-06,2.90E-06
16-Mar-20,,Manitoba,Canada,7,3,3,Manitoba,1377571,5.08E-06,5.08E-06
17-Mar-20,,Manitoba,Canada,8,1,1,Manitoba,1377572,5.81E-06,5.81E-06
18-Mar-20,,Manitoba,Canada,15,7,7,Manitoba,1377573,1.09E-05,1.09E-05
19-Mar-20,,Manitoba,Canada,17,2,2,Manitoba,1377574,1.23E-05,1.23E-05
20-Mar-20,,Manitoba,Canada,17,0,0,Manitoba,1377575,1.23E-05,1.23E-05
21-Mar-20,,Manitoba,Canada,18,1,1,Manitoba,1377576,1.31E-05,1.31E-05
22-Mar-20,,Manitoba,Canada,20,2,2,Manitoba,1377577,1.45E-05,1.45E-05
23-Mar-20,,Manitoba,Canada,20,0,0,Manitoba,1377578,1.45E-05,1.45E-05
24-Mar-20,,Manitoba,Canada,21,1,1,Manitoba,1377579,1.52E-05,1.52E-05
25-Mar-20,,Manitoba,Canada,35,14,14,Manitoba,1377580,2.54E-05,2.54E-05
26-Mar-20,,Manitoba,Canada,36,1,1,Manitoba,1377581,2.61E-05,2.61E-05
27-Mar-20,,Manitoba,Canada,39,3,3,Manitoba,1377582,2.83E-05,2.83E-05
28-Mar-20,,Manitoba,Canada,64,25,25,Manitoba,1377583,4.65E-05,4.65E-05
29-Mar-20,,Manitoba,Canada,72,8,8,Manitoba,1377584,5.23E-05,5.23E-05
30-Mar-20,,Manitoba,Canada,96,24,24,Manitoba,1377585,6.97E-05,6.97E-05
31-Mar-20,,Manitoba,Canada,103,7,7,Manitoba,1377586,7.48E-05,7.48E-05
1-Apr-20,,Manitoba,Canada,127,24,24,Manitoba,1377587,9.22E-05,9.22E-05
2-Apr-20,,Manitoba,Canada,167,40,40,Manitoba,1377588,0.000121226,0.000121226
3-Apr-20,,Manitoba,Canada,182,15,15,Manitoba,1377589,0.000132115,0.000132115
4-Apr-20,,Manitoba,Canada,182,0,0,Manitoba,1377590,0.000132115,0.000132115
5-Apr-20,,Manitoba,Canada,203,21,21,Manitoba,1377591,0.000147359,0.000147359
6-Apr-20,,Manitoba,Canada,203,0,0,Manitoba,1377592,0.000147359,0.000147359
7-Apr-20,,Manitoba,Canada,217,14,14,Manitoba,1377593,0.000157521,0.000157521
8-Apr-20,,Manitoba,Canada,217,0,0,Manitoba,1377594,0.000157521,0.000157521
9-Apr-20,,Manitoba,Canada,221,4,4,Manitoba,1377595,0.000160425,0.000160425
10-Apr-20,,Manitoba,Canada,230,9,9,Manitoba,1377596,0.000166958,0.000166958
11-Apr-20,,Manitoba,Canada,243,13,13,Manitoba,1377597,0.000176394,0.000176394
12-Apr-20,,Manitoba,Canada,242,-1,0,Manitoba,1377598,0.000175668,0.000175668
13-Apr-20,,Manitoba,Canada,246,4,4,Manitoba,1377599,0.000178572,0.000178572
14-Apr-20,,Manitoba,Canada,246,0,0,Manitoba,1377600,0.000178571,0.000178571
15-Apr-20,,Manitoba,Canada,246,0,0,Manitoba,1377601,0.000178571,0.000178571
16-Apr-20,,Manitoba,Canada,250,4,4,Manitoba,1377602,0.000181475,0.000181475
17-Apr-20,,Manitoba,Canada,250,0,0,Manitoba,1377603,0.000181475,0.000181475
18-Apr-20,,Manitoba,Canada,253,3,3,Manitoba,1377604,0.000183652,0.000183652
19-Apr-20,,Manitoba,Canada,254,1,1,Manitoba,1377605,0.000184378,0.000184378
20-Apr-20,,Manitoba,Canada,254,0,0,Manitoba,1377606,0.000184378,0.000184378
21-Apr-20,,Manitoba,Canada,255,1,1,Manitoba,1377607,0.000185104,0.000185104
22-Apr-20,,Manitoba,Canada,257,2,2,Manitoba,1377608,0.000186555,0.000186555
23-Apr-20,,Manitoba,Canada,262,5,5,Manitoba,1377609,0.000190185,0.000190185
24-Apr-20,,Manitoba,Canada,263,1,1,Manitoba,1377610,0.00019091,0.00019091
25-Apr-20,,Manitoba,Canada,267,4,4,Manitoba,1377611,0.000193814,0.000193814
26-Apr-20,,Manitoba,Canada,271,4,4,Manitoba,1377612,0.000196717,0.000196717
27-Apr-20,,Manitoba,Canada,273,2,2,Manitoba,1377613,0.000198169,0.000198169
28-Apr-20,,Manitoba,Canada,273,0,0,Manitoba,1377614,0.000198169,0.000198169
29-Apr-20,,Manitoba,Canada,275,2,2,Manitoba,1377615,0.00019962,0.00019962
30-Apr-20,,Manitoba,Canada,277,2,2,Manitoba,1377616,0.000201072,0.000201072
1-May-20,,Manitoba,Canada,281,4,4,Manitoba,1377617,0.000203975,0.000203975
2-May-20,,Manitoba,Canada,282,1,1,Manitoba,1377618,0.000204701,0.000204701
3-May-20,,Manitoba,Canada,282,0,0,Manitoba,1377619,0.000204701,0.000204701
4-May-20,,Manitoba,Canada,283,1,1,Manitoba,1377620,0.000205427,0.000205427
5-May-20,,Manitoba,Canada,284,1,1,Manitoba,1377621,0.000206152,0.000206152
6-May-20,,Manitoba,Canada,286,2,2,Manitoba,1377622,0.000207604,0.000207604
7-May-20,,Manitoba,Canada,283,-3,0,Manitoba,1377623,0.000205426,0.000205426
8-May-20,,Manitoba,Canada,284,1,1,Manitoba,1377624,0.000206152,0.000206152
9-May-20,,Manitoba,Canada,284,0,0,Manitoba,1377625,0.000206152,0.000206152
10-May-20,,Manitoba,Canada,287,3,3,Manitoba,1377626,0.000208329,0.000208329
11-May-20,,Manitoba,Canada,289,2,2,Manitoba,1377627,0.000209781,0.000209781
12-May-20,,Manitoba,Canada,290,1,1,Manitoba,1377628,0.000210507,0.000210507
13-May-20,,Manitoba,Canada,290,0,0,Manitoba,1377629,0.000210507,0.000210507
14-May-20,,Manitoba,Canada,289,-1,0,Manitoba,1377630,0.000209781,0.000209781
15-May-20,,Manitoba,Canada,289,0,0,Manitoba,1377631,0.00020978,0.00020978
16-May-20,,Manitoba,Canada,289,0,0,Manitoba,1377632,0.00020978,0.00020978
17-May-20,,Manitoba,Canada,289,0,0,Manitoba,1377633,0.00020978,0.00020978
18-May-20,,Manitoba,Canada,290,1,1,Manitoba,1377634,0.000210506,0.000210506
19-May-20,,Manitoba,Canada,290,0,0,Manitoba,1377635,0.000210506,0.000210506
20-May-20,,Manitoba,Canada,290,0,0,Manitoba,1377636,0.000210506,0.000210506
21-May-20,,Manitoba,Canada,290,0,0,Manitoba,1377637,0.000210505,0.000210505
22-May-20,,Manitoba,Canada,292,2,2,Manitoba,1377638,0.000211957,0.000211957
23-May-20,,Manitoba,Canada,292,0,0,Manitoba,1377639,0.000211957,0.000211957
24-May-20,,Manitoba,Canada,292,0,0,Manitoba,1377640,0.000211957,0.000211957
25-May-20,,Manitoba,Canada,292,0,0,Manitoba,1377641,0.000211957,0.000211957
26-May-20,,Manitoba,Canada,292,0,0,Manitoba,1377642,0.000211956,0.000211956
27-May-20,,Manitoba,Canada,292,0,0,Manitoba,1377643,0.000211956,0.000211956
28-May-20,,Manitoba,Canada,294,2,2,Manitoba,1377644,0.000213408,0.000213408
29-May-20,,Manitoba,Canada,294,0,0,Manitoba,1377645,0.000213408,0.000213408
30-May-20,,Manitoba,Canada,294,0,0,Manitoba,1377646,0.000213408,0.000213408
31-May-20,,Manitoba,Canada,295,1,1,Manitoba,1377647,0.000214133,0.000214133
1-Jun-20,,Manitoba,Canada,295,0,0,Manitoba,1377648,0.000214133,0.000214133
2-Jun-20,,Manitoba,Canada,297,2,2,Manitoba,1377649,0.000215585,0.000215585
3-Jun-20,,Manitoba,Canada,298,1,1,Manitoba,1377650,0.00021631,0.00021631
4-Jun-20,,Manitoba,Canada,298,0,0,Manitoba,1377651,0.00021631,0.00021631
5-Jun-20,,Manitoba,Canada,300,2,2,Manitoba,1377652,0.000217762,0.000217762
6-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377653,0.000217762,0.000217762
7-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377654,0.000217761,0.000217761
8-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377655,0.000217761,0.000217761
9-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377656,0.000217761,0.000217761
10-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377657,0.000217761,0.000217761
11-Jun-20,,Manitoba,Canada,300,0,0,Manitoba,1377658,0.000217761,0.000217761
12-Jun-20,,Manitoba,Canada,301,1,1,Manitoba,1377659,0.000218487,0.000218487
13-Jun-20,,Manitoba,Canada,303,2,2,Manitoba,1377660,0.000219938,0.000219938
22-Jan-20,,New Brunswick,Canada,0,-303,0,New Brunswick,779993,0,0
23-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779994,0,0
24-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779995,0,0
25-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779996,0,0
26-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779997,0,0
27-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779998,0,0
28-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,779999,0,0
29-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,780000,0,0
30-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,780001,0,0
31-Jan-20,,New Brunswick,Canada,0,0,0,New Brunswick,780002,0,0
1-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780003,0,0
2-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780004,0,0
3-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780005,0,0
4-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780006,0,0
5-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780007,0,0
6-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780008,0,0
7-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780009,0,0
8-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780010,0,0
9-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780011,0,0
10-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780012,0,0
11-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780013,0,0
12-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780014,0,0
13-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780015,0,0
14-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780016,0,0
15-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780017,0,0
16-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780018,0,0
17-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780019,0,0
18-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780020,0,0
19-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780021,0,0
20-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780022,0,0
21-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780023,0,0
22-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780024,0,0
23-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780025,0,0
24-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780026,0,0
25-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780027,0,0
26-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780028,0,0
27-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780029,0,0
28-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780030,0,0
29-Feb-20,,New Brunswick,Canada,0,0,0,New Brunswick,780031,0,0
1-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780032,0,0
2-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780033,0,0
3-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780034,0,0
4-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780035,0,0
5-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780036,0,0
6-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780037,0,0
7-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780038,0,0
8-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780039,0,0
9-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780040,0,0
10-Mar-20,,New Brunswick,Canada,0,0,0,New Brunswick,780041,0,0
11-Mar-20,,New Brunswick,Canada,1,1,1,New Brunswick,780042,1.28E-06,1.28E-06
12-Mar-20,,New Brunswick,Canada,1,0,0,New Brunswick,780043,1.28E-06,1.28E-06
13-Mar-20,,New Brunswick,Canada,1,0,0,New Brunswick,780044,1.28E-06,1.28E-06
14-Mar-20,,New Brunswick,Canada,1,0,0,New Brunswick,780045,1.28E-06,1.28E-06
15-Mar-20,,New Brunswick,Canada,2,1,1,New Brunswick,780046,2.56E-06,2.56E-06
16-Mar-20,,New Brunswick,Canada,6,4,4,New Brunswick,780047,7.69E-06,7.69E-06
17-Mar-20,,New Brunswick,Canada,8,2,2,New Brunswick,780048,1.03E-05,1.03E-05
18-Mar-20,,New Brunswick,Canada,11,3,3,New Brunswick,780049,1.41E-05,1.41E-05
19-Mar-20,,New Brunswick,Canada,11,0,0,New Brunswick,780050,1.41E-05,1.41E-05
20-Mar-20,,New Brunswick,Canada,11,0,0,New Brunswick,780051,1.41E-05,1.41E-05
21-Mar-20,,New Brunswick,Canada,17,6,6,New Brunswick,780052,2.18E-05,2.18E-05
22-Mar-20,,New Brunswick,Canada,17,0,0,New Brunswick,780053,2.18E-05,2.18E-05
23-Mar-20,,New Brunswick,Canada,17,0,0,New Brunswick,780054,2.18E-05,2.18E-05
24-Mar-20,,New Brunswick,Canada,18,1,1,New Brunswick,780055,2.31E-05,2.31E-05
25-Mar-20,,New Brunswick,Canada,18,0,0,New Brunswick,780056,2.31E-05,2.31E-05
26-Mar-20,,New Brunswick,Canada,33,15,15,New Brunswick,780057,4.23E-05,4.23E-05
27-Mar-20,,New Brunswick,Canada,45,12,12,New Brunswick,780058,5.77E-05,5.77E-05
28-Mar-20,,New Brunswick,Canada,51,6,6,New Brunswick,780059,6.54E-05,6.54E-05
29-Mar-20,,New Brunswick,Canada,66,15,15,New Brunswick,780060,8.46E-05,8.46E-05
30-Mar-20,,New Brunswick,Canada,68,2,2,New Brunswick,780061,8.72E-05,8.72E-05
31-Mar-20,,New Brunswick,Canada,70,2,2,New Brunswick,780062,8.97E-05,8.97E-05
1-Apr-20,,New Brunswick,Canada,81,11,11,New Brunswick,780063,0.000103838,0.000103838
2-Apr-20,,New Brunswick,Canada,91,10,10,New Brunswick,780064,0.000116657,0.000116657
3-Apr-20,,New Brunswick,Canada,91,0,0,New Brunswick,780065,0.000116657,0.000116657
4-Apr-20,,New Brunswick,Canada,91,0,0,New Brunswick,780066,0.000116657,0.000116657
5-Apr-20,,New Brunswick,Canada,98,7,7,New Brunswick,780067,0.00012563,0.00012563
6-Apr-20,,New Brunswick,Canada,103,5,5,New Brunswick,780068,0.00013204,0.00013204
7-Apr-20,,New Brunswick,Canada,105,2,2,New Brunswick,780069,0.000134603,0.000134603
8-Apr-20,,New Brunswick,Canada,105,0,0,New Brunswick,780070,0.000134603,0.000134603
9-Apr-20,,New Brunswick,Canada,108,3,3,New Brunswick,780071,0.000138449,0.000138449
10-Apr-20,,New Brunswick,Canada,112,4,4,New Brunswick,780072,0.000143576,0.000143576
11-Apr-20,,New Brunswick,Canada,112,0,0,New Brunswick,780073,0.000143576,0.000143576
12-Apr-20,,New Brunswick,Canada,114,2,2,New Brunswick,780074,0.00014614,0.00014614
13-Apr-20,,New Brunswick,Canada,116,2,2,New Brunswick,780075,0.000148704,0.000148704
14-Apr-20,,New Brunswick,Canada,116,0,0,New Brunswick,780076,0.000148703,0.000148703
15-Apr-20,,New Brunswick,Canada,117,1,1,New Brunswick,780077,0.000149985,0.000149985
16-Apr-20,,New Brunswick,Canada,117,0,0,New Brunswick,780078,0.000149985,0.000149985
17-Apr-20,,New Brunswick,Canada,117,0,0,New Brunswick,780079,0.000149985,0.000149985
18-Apr-20,,New Brunswick,Canada,117,0,0,New Brunswick,780080,0.000149985,0.000149985
19-Apr-20,,New Brunswick,Canada,118,1,1,New Brunswick,780081,0.000151266,0.000151266
20-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780082,0.000151266,0.000151266
21-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780083,0.000151266,0.000151266
22-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780084,0.000151266,0.000151266
23-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780085,0.000151266,0.000151266
24-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780086,0.000151265,0.000151265
25-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780087,0.000151265,0.000151265
26-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780088,0.000151265,0.000151265
27-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780089,0.000151265,0.000151265
28-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780090,0.000151265,0.000151265
29-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780091,0.000151264,0.000151264
30-Apr-20,,New Brunswick,Canada,118,0,0,New Brunswick,780092,0.000151264,0.000151264
1-May-20,,New Brunswick,Canada,118,0,0,New Brunswick,780093,0.000151264,0.000151264
2-May-20,,New Brunswick,Canada,118,0,0,New Brunswick,780094,0.000151264,0.000151264
3-May-20,,New Brunswick,Canada,118,0,0,New Brunswick,780095,0.000151264,0.000151264
4-May-20,,New Brunswick,Canada,118,0,0,New Brunswick,780096,0.000151263,0.000151263
5-May-20,,New Brunswick,Canada,119,1,1,New Brunswick,780097,0.000152545,0.000152545
6-May-20,,New Brunswick,Canada,120,1,1,New Brunswick,780098,0.000153827,0.000153827
7-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780099,0.000153827,0.000153827
8-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780100,0.000153826,0.000153826
9-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780101,0.000153826,0.000153826
10-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780102,0.000153826,0.000153826
11-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780103,0.000153826,0.000153826
12-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780104,0.000153826,0.000153826
13-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780105,0.000153825,0.000153825
14-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780106,0.000153825,0.000153825
15-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780107,0.000153825,0.000153825
16-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780108,0.000153825,0.000153825
17-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780109,0.000153825,0.000153825
18-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780110,0.000153824,0.000153824
19-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780111,0.000153824,0.000153824
20-May-20,,New Brunswick,Canada,120,0,0,New Brunswick,780112,0.000153824,0.000153824
21-May-20,,New Brunswick,Canada,121,1,1,New Brunswick,780113,0.000155106,0.000155106
22-May-20,,New Brunswick,Canada,121,0,0,New Brunswick,780114,0.000155106,0.000155106
23-May-20,,New Brunswick,Canada,121,0,0,New Brunswick,780115,0.000155105,0.000155105
24-May-20,,New Brunswick,Canada,121,0,0,New Brunswick,780116,0.000155105,0.000155105
25-May-20,,New Brunswick,Canada,121,0,0,New Brunswick,780117,0.000155105,0.000155105
26-May-20,,New Brunswick,Canada,122,1,1,New Brunswick,780118,0.000156387,0.000156387
27-May-20,,New Brunswick,Canada,123,1,1,New Brunswick,780119,0.000157668,0.000157668
28-May-20,,New Brunswick,Canada,126,3,3,New Brunswick,780120,0.000161514,0.000161514
29-May-20,,New Brunswick,Canada,128,2,2,New Brunswick,780121,0.000164077,0.000164077
30-May-20,,New Brunswick,Canada,129,1,1,New Brunswick,780122,0.000165359,0.000165359
31-May-20,,New Brunswick,Canada,132,3,3,New Brunswick,780123,0.000169204,0.000169204
1-Jun-20,,New Brunswick,Canada,132,0,0,New Brunswick,780124,0.000169204,0.000169204
2-Jun-20,,New Brunswick,Canada,133,1,1,New Brunswick,780125,0.000170485,0.000170485
3-Jun-20,,New Brunswick,Canada,135,2,2,New Brunswick,780126,0.000173049,0.000173049
4-Jun-20,,New Brunswick,Canada,136,1,1,New Brunswick,780127,0.000174331,0.000174331
5-Jun-20,,New Brunswick,Canada,136,0,0,New Brunswick,780128,0.00017433,0.00017433
6-Jun-20,,New Brunswick,Canada,136,0,0,New Brunswick,780129,0.00017433,0.00017433
7-Jun-20,,New Brunswick,Canada,137,1,1,New Brunswick,780130,0.000175612,0.000175612
8-Jun-20,,New Brunswick,Canada,146,9,9,New Brunswick,780131,0.000187148,0.000187148
9-Jun-20,,New Brunswick,Canada,147,1,1,New Brunswick,780132,0.00018843,0.00018843
10-Jun-20,,New Brunswick,Canada,151,4,4,New Brunswick,780133,0.000193557,0.000193557
11-Jun-20,,New Brunswick,Canada,153,2,2,New Brunswick,780134,0.00019612,0.00019612
12-Jun-20,,New Brunswick,Canada,154,1,1,New Brunswick,780135,0.000197402,0.000197402
13-Jun-20,,New Brunswick,Canada,157,3,3,New Brunswick,780136,0.000201247,0.000201247
22-Jan-20,,Newfoundland and Labrador,Canada,0,-157,0,Newfoundland and Labrador,521365,0,0
23-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521366,0,0
24-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521367,0,0
25-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521368,0,0
26-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521369,0,0
27-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521370,0,0
28-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521371,0,0
29-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521372,0,0
30-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521373,0,0
31-Jan-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521374,0,0
1-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521375,0,0
2-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521376,0,0
3-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521377,0,0
4-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521378,0,0
5-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521379,0,0
6-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521380,0,0
7-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521381,0,0
8-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521382,0,0
9-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521383,0,0
10-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521384,0,0
11-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521385,0,0
12-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521386,0,0
13-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521387,0,0
14-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521388,0,0
15-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521389,0,0
16-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521390,0,0
17-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521391,0,0
18-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521392,0,0
19-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521393,0,0
20-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521394,0,0
21-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521395,0,0
22-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521396,0,0
23-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521397,0,0
24-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521398,0,0
25-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521399,0,0
26-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521400,0,0
27-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521401,0,0
28-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521402,0,0
29-Feb-20,,Newfoundland and Labrador,Canada,0,0,0,Newfoundland and Labrador,521403,0,0
